127.0.0.1 - - [31/Aug/2023:09:22:29 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [31/Aug/2023:09:22:51 +0900] "GET /petti HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [31/Aug/2023:09:22:52 +0900] "GET /petti/ HTTP/1.1" 200 4951
0:0:0:0:0:0:0:1 - - [31/Aug/2023:09:22:52 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [31/Aug/2023:09:22:54 +0900] "GET /petti/product/list HTTP/1.1" 200 19618
0:0:0:0:0:0:0:1 - - [31/Aug/2023:09:22:54 +0900] "GET /petti/product/files/display?fileName=2023/08/30/993efca1-bfdb-4808-b0f7-a517ab661b3f_%EA%B3%A0%EC%96%91%EC%9D%B4%20(1).jpg HTTP/1.1" 200 514020
0:0:0:0:0:0:0:1 - - [31/Aug/2023:09:22:56 +0900] "GET /petti/free/list HTTP/1.1" 200 15718
0:0:0:0:0:0:0:1 - - [31/Aug/2023:09:22:57 +0900] "GET /petti/announce/list HTTP/1.1" 200 11083
0:0:0:0:0:0:0:1 - - [31/Aug/2023:09:22:58 +0900] "GET /petti/free/list HTTP/1.1" 200 15718
0:0:0:0:0:0:0:1 - - [31/Aug/2023:09:22:59 +0900] "GET /petti/product/list HTTP/1.1" 200 19618
0:0:0:0:0:0:0:1 - - [31/Aug/2023:09:22:59 +0900] "GET /petti/product/files/display?fileName=2023/08/30/993efca1-bfdb-4808-b0f7-a517ab661b3f_%EA%B3%A0%EC%96%91%EC%9D%B4%20(1).jpg HTTP/1.1" 200 514020
0:0:0:0:0:0:0:1 - - [31/Aug/2023:09:23:00 +0900] "GET /petti/adminPage HTTP/1.1" 200 4954
0:0:0:0:0:0:0:1 - - [31/Aug/2023:09:23:01 +0900] "GET /petti/free/list HTTP/1.1" 200 15718
0:0:0:0:0:0:0:1 - - [31/Aug/2023:09:23:01 +0900] "GET /petti/announce/list HTTP/1.1" 200 11083
0:0:0:0:0:0:0:1 - - [31/Aug/2023:09:38:45 +0900] "GET /petti/mainSearch?type=TC&keyword=%ED%85%8C%EC%8A%A4%ED%8A%B8 HTTP/1.1" 200 7629
0:0:0:0:0:0:0:1 - - [31/Aug/2023:09:39:12 +0900] "GET /petti/announce/list HTTP/1.1" 200 11083
0:0:0:0:0:0:0:1 - - [31/Aug/2023:09:39:15 +0900] "GET /petti/free/list HTTP/1.1" 200 15718
0:0:0:0:0:0:0:1 - - [31/Aug/2023:09:39:21 +0900] "GET /petti/product/list HTTP/1.1" 200 19618
0:0:0:0:0:0:0:1 - - [31/Aug/2023:09:39:21 +0900] "GET /petti/product/files/display?fileName=2023/08/30/993efca1-bfdb-4808-b0f7-a517ab661b3f_%EA%B3%A0%EC%96%91%EC%9D%B4%20(1).jpg HTTP/1.1" 200 514020
0:0:0:0:0:0:0:1 - - [31/Aug/2023:10:44:23 +0900] "GET /petti/adminPage HTTP/1.1" 200 4954
0:0:0:0:0:0:0:1 - - [31/Aug/2023:10:44:26 +0900] "GET /petti/free/list HTTP/1.1" 200 15718
0:0:0:0:0:0:0:1 - - [31/Aug/2023:10:44:27 +0900] "GET /petti/adminPage HTTP/1.1" 200 4954
0:0:0:0:0:0:0:1 - - [31/Aug/2023:10:45:34 +0900] "GET /petti/adminPage HTTP/1.1" 200 4954
0:0:0:0:0:0:0:1 - - [31/Aug/2023:11:05:31 +0900] "GET /petti/product/list HTTP/1.1" 200 19618
0:0:0:0:0:0:0:1 - - [31/Aug/2023:11:05:31 +0900] "GET /petti/product/files/display?fileName=2023/08/30/993efca1-bfdb-4808-b0f7-a517ab661b3f_%EA%B3%A0%EC%96%91%EC%9D%B4%20(1).jpg HTTP/1.1" 200 514020
0:0:0:0:0:0:0:1 - - [31/Aug/2023:11:05:36 +0900] "GET /petti/product/get?pageNum=1&amount=10&radio=0&pno=128 HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [31/Aug/2023:11:05:36 +0900] "GET /petti/resources/js/product/product_get.js HTTP/1.1" 200 1999
0:0:0:0:0:0:0:1 - - [31/Aug/2023:11:05:36 +0900] "GET /petti/resources/js/product/product_replyService.js HTTP/1.1" 200 1669
0:0:0:0:0:0:0:1 - - [31/Aug/2023:11:05:36 +0900] "GET /petti/resources/js/product/product_reply.js HTTP/1.1" 200 6735
0:0:0:0:0:0:0:1 - - [31/Aug/2023:11:05:36 +0900] "GET /petti/product/getAttachList?pno=128 HTTP/1.1" 200 143
